GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G45814","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45814",,,,,,,,"86000US45814",,,"ZCTA5 45814",62339,"ZCTA5 45814",14468
"G45816","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45816",,,,,,,,"86000US45816",,,"ZCTA5 45816",49519,"ZCTA5 45816",18306
"G45817","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45817",,,,,,,,"86000US45817",,,"ZCTA5 45817",76699,"ZCTA5 45817",5070
"G45819","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45819",,,,,,,,"86000US45819",,,"ZCTA5 45819",52159,"ZCTA5 45819",10480
"G45820","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45820",,,,,,,,"86000US45820",,,"ZCTA5 45820",51346,"ZCTA5 45820",7534
"G45821","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45821",,,,,,,,"86000US45821",,,"ZCTA5 45821",52371,"ZCTA5 45821",9611
"G45822","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45822",,,,,,,,"86000US45822",,,"ZCTA5 45822",55072,"ZCTA5 45822",4184
"G45826","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45826",,,,,,,,"86000US45826",,,"ZCTA5 45826",69750,"ZCTA5 45826",22302
"G45827","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45827",,,,,,,,"86000US45827",,,"ZCTA5 45827",83550,"ZCTA5 45827",5994
"G45828","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45828",,,,,,,,"86000US45828",,,"ZCTA5 45828",63636,"ZCTA5 45828",7100
"G45830","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45830",,,,,,,,"86000US45830",,,"ZCTA5 45830",58466,"ZCTA5 45830",3170
"G45831","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45831",,,,,,,,"86000US45831",,,"ZCTA5 45831",53730,"ZCTA5 45831",6605
"G45832","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45832",,,,,,,,"86000US45832",,,"ZCTA5 45832",62902,"ZCTA5 45832",6207
"G45833","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45833",,,,,,,,"86000US45833",,,"ZCTA5 45833",61545,"ZCTA5 45833",5039
"G45835","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45835",,,,,,,,"86000US45835",,,"ZCTA5 45835",55000,"ZCTA5 45835",16367
"G45836","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45836",,,,,,,,"86000US45836",,,"ZCTA5 45836",48942,"ZCTA5 45836",8795
"G45838","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45838",,,,,,,,"86000US45838",,,"ZCTA5 45838",18958,"ZCTA5 45838",18335
"G45840","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45840",,,,,,,,"86000US45840",,,"ZCTA5 45840",56470,"ZCTA5 45840",2050
"G45841","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45841",,,,,,,,"86000US45841",,,"ZCTA5 45841",69659,"ZCTA5 45841",11374
"G45843","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45843",,,,,,,,"86000US45843",,,"ZCTA5 45843",58791,"ZCTA5 45843",7485
"G45844","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45844",,,,,,,,"86000US45844",,,"ZCTA5 45844",73646,"ZCTA5 45844",6508
"G45845","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45845",,,,,,,,"86000US45845",,,"ZCTA5 45845",70117,"ZCTA5 45845",10988
"G45846","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45846",,,,,,,,"86000US45846",,,"ZCTA5 45846",70163,"ZCTA5 45846",9481
"G45849","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45849",,,,,,,,"86000US45849",,,"ZCTA5 45849",53000,"ZCTA5 45849",9358
"G45850","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45850",,,,,,,,"86000US45850",,,"ZCTA5 45850",65313,"ZCTA5 45850",7021
"G45851","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45851",,,,,,,,"86000US45851",,,"ZCTA5 45851",65089,"ZCTA5 45851",7724
"G45853","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45853",,,,,,,,"86000US45853",,,"ZCTA5 45853",75375,"ZCTA5 45853",29315
"G45854","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45854",,,,,,,,"86000US45854",,,"ZCTA5 45854",51500,"ZCTA5 45854",20716
"G45855","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45855",,,,,,,,"86000US45855",,,"ZCTA5 45855",56250,"ZCTA5 45855",18704
"G45856","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45856",,,,,,,,"86000US45856",,,"ZCTA5 45856",55820,"ZCTA5 45856",6104
"G45858","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45858",,,,,,,,"86000US45858",,,"ZCTA5 45858",59167,"ZCTA5 45858",10195
"G45859","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45859",,,,,,,,"86000US45859",,,"ZCTA5 45859",42417,"ZCTA5 45859",8175
"G45860","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45860",,,,,,,,"86000US45860",,,"ZCTA5 45860",89597,"ZCTA5 45860",10292
"G45861","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45861",,,,,,,,"86000US45861",,,"ZCTA5 45861",51875,"ZCTA5 45861",15691
"G45862","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45862",,,,,,,,"86000US45862",,,"ZCTA5 45862",45568,"ZCTA5 45862",8257
"G45863","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45863",,,,,,,,"86000US45863",,,"ZCTA5 45863",62803,"ZCTA5 45863",6622
"G45864","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45864",,,,,,,,"86000US45864",,,"ZCTA5 45864",56250,"ZCTA5 45864",17710
"G45865","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45865",,,,,,,,"86000US45865",,,"ZCTA5 45865",77736,"ZCTA5 45865",5400
"G45866","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45866",,,,,,,,"86000US45866",,,"ZCTA5 45866",44107,"ZCTA5 45866",14853
"G45867","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45867",,,,,,,,"86000US45867",,,"ZCTA5 45867",77639,"ZCTA5 45867",12123
"G45868","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45868",,,,,,,,"86000US45868",,,"ZCTA5 45868",79444,"ZCTA5 45868",11949
"G45869","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45869",,,,,,,,"86000US45869",,,"ZCTA5 45869",77257,"ZCTA5 45869",12517
"G45870","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45870",,,,,,,,"86000US45870",,,"ZCTA5 45870",97500,"ZCTA5 45870",87927
"G45871","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45871",,,,,,,,"86000US45871",,,"ZCTA5 45871",66563,"ZCTA5 45871",11576
"G45872","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45872",,,,,,,,"86000US45872",,,"ZCTA5 45872",58341,"ZCTA5 45872",10594
"G45873","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45873",,,,,,,,"86000US45873",,,"ZCTA5 45873",52287,"ZCTA5 45873",9645
"G45874","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45874",,,,,,,,"86000US45874",,,"ZCTA5 45874",63077,"ZCTA5 45874",12615
"G45875","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45875",,,,,,,,"86000US45875",,,"ZCTA5 45875",70250,"ZCTA5 45875",6480
"G45876","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45876",,,,,,,,"86000US45876",,,"ZCTA5 45876",65000,"ZCTA5 45876",8228
"G45877","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45877",,,,,,,,"86000US45877",,,"ZCTA5 45877",65833,"ZCTA5 45877",10741
"G45879","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45879",,,,,,,,"86000US45879",,,"ZCTA5 45879",53466,"ZCTA5 45879",8695
"G45880","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45880",,,,,,,,"86000US45880",,,"ZCTA5 45880",63191,"ZCTA5 45880",6976
"G45881","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45881",,,,,,,,"86000US45881",,,"ZCTA5 45881",79063,"ZCTA5 45881",12248
"G45882","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45882",,,,,,,,"86000US45882",,,"ZCTA5 45882",55431,"ZCTA5 45882",6630
"G45883","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45883",,,,,,,,"86000US45883",,,"ZCTA5 45883",81818,"ZCTA5 45883",7420
"G45884","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45884",,,,,,,,"86000US45884",,,"ZCTA5 45884",,"ZCTA5 45884",
"G45885","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45885",,,,,,,,"86000US45885",,,"ZCTA5 45885",62426,"ZCTA5 45885",4666
"G45886","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45886",,,,,,,,"86000US45886",,,"ZCTA5 45886",71250,"ZCTA5 45886",25839
"G45887","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45887",,,,,,,,"86000US45887",,,"ZCTA5 45887",51957,"ZCTA5 45887",6915
"G45888","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45888",,,,,,,,"86000US45888",,,"ZCTA5 45888",41573,"ZCTA5 45888",604
"G45889","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45889",,,,,,,,"86000US45889",,,"ZCTA5 45889",102197,"ZCTA5 45889",10108
"G45890","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45890",,,,,,,,"86000US45890",,,"ZCTA5 45890",71250,"ZCTA5 45890",9695
"G45891","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45891",,,,,,,,"86000US45891",,,"ZCTA5 45891",49746,"ZCTA5 45891",2769
"G45894","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45894",,,,,,,,"86000US45894",,,"ZCTA5 45894",69074,"ZCTA5 45894",9339
"G45895","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45895",,,,,,,,"86000US45895",,,"ZCTA5 45895",62798,"ZCTA5 45895",2602
"G45896","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45896",,,,,,,,"86000US45896",,,"ZCTA5 45896",51734,"ZCTA5 45896",11335
"G45897","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45897",,,,,,,,"86000US45897",,,"ZCTA5 45897",,"ZCTA5 45897",
"G45898","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45898",,,,,,,,"86000US45898",,,"ZCTA5 45898",46500,"ZCTA5 45898",14354
"G45899","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"45899",,,,,,,,"86000US45899",,,"ZCTA5 45899",68929,"ZCTA5 45899",23195
"G46001","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46001",,,,,,,,"86000US46001",,,"ZCTA5 46001",55263,"ZCTA5 46001",8453
"G46011","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46011",,,,,,,,"86000US46011",,,"ZCTA5 46011",60163,"ZCTA5 46011",3081
"G46012","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46012",,,,,,,,"86000US46012",,,"ZCTA5 46012",47389,"ZCTA5 46012",5331
"G46013","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46013",,,,,,,,"86000US46013",,,"ZCTA5 46013",41584,"ZCTA5 46013",2990
"G46016","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46016",,,,,,,,"86000US46016",,,"ZCTA5 46016",29229,"ZCTA5 46016",2065
"G46017","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46017",,,,,,,,"86000US46017",,,"ZCTA5 46017",57667,"ZCTA5 46017",4426
"G46030","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46030",,,,,,,,"86000US46030",,,"ZCTA5 46030",59975,"ZCTA5 46030",9279
"G46031","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46031",,,,,,,,"86000US46031",,,"ZCTA5 46031",85092,"ZCTA5 46031",15175
"G46032","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46032",,,,,,,,"86000US46032",,,"ZCTA5 46032",101526,"ZCTA5 46032",4449
"G46033","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46033",,,,,,,,"86000US46033",,,"ZCTA5 46033",135087,"ZCTA5 46033",6614
"G46034","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46034",,,,,,,,"86000US46034",,,"ZCTA5 46034",72093,"ZCTA5 46034",8230
"G46035","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46035",,,,,,,,"86000US46035",,,"ZCTA5 46035",67727,"ZCTA5 46035",13033
"G46036","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46036",,,,,,,,"86000US46036",,,"ZCTA5 46036",47844,"ZCTA5 46036",4722
"G46037","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46037",,,,,,,,"86000US46037",,,"ZCTA5 46037",120764,"ZCTA5 46037",7713
"G46038","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46038",,,,,,,,"86000US46038",,,"ZCTA5 46038",92464,"ZCTA5 46038",4000
"G46039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46039",,,,,,,,"86000US46039",,,"ZCTA5 46039",53750,"ZCTA5 46039",34760
"G46040","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46040",,,,,,,,"86000US46040",,,"ZCTA5 46040",93475,"ZCTA5 46040",13537
"G46041","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46041",,,,,,,,"86000US46041",,,"ZCTA5 46041",51157,"ZCTA5 46041",3151
"G46044","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46044",,,,,,,,"86000US46044",,,"ZCTA5 46044",55932,"ZCTA5 46044",4339
"G46045","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46045",,,,,,,,"86000US46045",,,"ZCTA5 46045",,"ZCTA5 46045",
"G46047","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46047",,,,,,,,"86000US46047",,,"ZCTA5 46047",,"ZCTA5 46047",
"G46048","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46048",,,,,,,,"86000US46048",,,"ZCTA5 46048",50580,"ZCTA5 46048",7466
"G46049","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46049",,,,,,,,"86000US46049",,,"ZCTA5 46049",61250,"ZCTA5 46049",24888
"G46050","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46050",,,,,,,,"86000US46050",,,"ZCTA5 46050",60800,"ZCTA5 46050",7456
"G46051","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46051",,,,,,,,"86000US46051",,,"ZCTA5 46051",57629,"ZCTA5 46051",7871
"G46052","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46052",,,,,,,,"86000US46052",,,"ZCTA5 46052",61980,"ZCTA5 46052",3453
"G46055","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46055",,,,,,,,"86000US46055",,,"ZCTA5 46055",107087,"ZCTA5 46055",8137
"G46056","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46056",,,,,,,,"86000US46056",,,"ZCTA5 46056",71154,"ZCTA5 46056",7412
"G46057","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46057",,,,,,,,"86000US46057",,,"ZCTA5 46057",76563,"ZCTA5 46057",20457
"G46058","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46058",,,,,,,,"86000US46058",,,"ZCTA5 46058",73929,"ZCTA5 46058",5862
"G46060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46060",,,,,,,,"86000US46060",,,"ZCTA5 46060",78300,"ZCTA5 46060",4762
"G46062","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46062",,,,,,,,"86000US46062",,,"ZCTA5 46062",86560,"ZCTA5 46062",6123
"G46063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46063",,,,,,,,"86000US46063",,,"ZCTA5 46063",50000,"ZCTA5 46063",4974
"G46064","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46064",,,,,,,,"86000US46064",,,"ZCTA5 46064",78889,"ZCTA5 46064",7732
"G46065","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46065",,,,,,,,"86000US46065",,,"ZCTA5 46065",64219,"ZCTA5 46065",7869
"G46068","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46068",,,,,,,,"86000US46068",,,"ZCTA5 46068",80195,"ZCTA5 46068",9960
"G46069","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46069",,,,,,,,"86000US46069",,,"ZCTA5 46069",57454,"ZCTA5 46069",7268
"G46070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46070",,,,,,,,"86000US46070",,,"ZCTA5 46070",60192,"ZCTA5 46070",13539
"G46071","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46071",,,,,,,,"86000US46071",,,"ZCTA5 46071",71719,"ZCTA5 46071",8252
"G46072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46072",,,,,,,,"86000US46072",,,"ZCTA5 46072",56345,"ZCTA5 46072",5014
"G46074","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46074",,,,,,,,"86000US46074",,,"ZCTA5 46074",100775,"ZCTA5 46074",6840
"G46075","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46075",,,,,,,,"86000US46075",,,"ZCTA5 46075",87485,"ZCTA5 46075",5250
"G46076","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46076",,,,,,,,"86000US46076",,,"ZCTA5 46076",50042,"ZCTA5 46076",9806
"G46077","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46077",,,,,,,,"86000US46077",,,"ZCTA5 46077",138686,"ZCTA5 46077",5403
"G46103","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46103",,,,,,,,"86000US46103",,,"ZCTA5 46103",73125,"ZCTA5 46103",27996
"G46104","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46104",,,,,,,,"86000US46104",,,"ZCTA5 46104",52679,"ZCTA5 46104",21244
"G46105","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46105",,,,,,,,"86000US46105",,,"ZCTA5 46105",82306,"ZCTA5 46105",4251
"G46106","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46106",,,,,,,,"86000US46106",,,"ZCTA5 46106",88574,"ZCTA5 46106",12371
"G46107","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46107",,,,,,,,"86000US46107",,,"ZCTA5 46107",48643,"ZCTA5 46107",4357
"G46110","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46110",,,,,,,,"86000US46110",,,"ZCTA5 46110",,"ZCTA5 46110",
"G46111","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46111",,,,,,,,"86000US46111",,,"ZCTA5 46111",38269,"ZCTA5 46111",5957
"G46112","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46112",,,,,,,,"86000US46112",,,"ZCTA5 46112",86372,"ZCTA5 46112",5553
"G46113","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46113",,,,,,,,"86000US46113",,,"ZCTA5 46113",75568,"ZCTA5 46113",2753
"G46115","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46115",,,,,,,,"86000US46115",,,"ZCTA5 46115",53088,"ZCTA5 46115",10846
"G46117","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46117",,,,,,,,"86000US46117",,,"ZCTA5 46117",86071,"ZCTA5 46117",30554
"G46118","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46118",,,,,,,,"86000US46118",,,"ZCTA5 46118",70341,"ZCTA5 46118",10675
"G46120","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46120",,,,,,,,"86000US46120",,,"ZCTA5 46120",63438,"ZCTA5 46120",5029
"G46121","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46121",,,,,,,,"86000US46121",,,"ZCTA5 46121",69219,"ZCTA5 46121",11946
"G46122","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46122",,,,,,,,"86000US46122",,,"ZCTA5 46122",79448,"ZCTA5 46122",4536
"G46123","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46123",,,,,,,,"86000US46123",,,"ZCTA5 46123",92972,"ZCTA5 46123",4209
"G46124","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46124",,,,,,,,"86000US46124",,,"ZCTA5 46124",67072,"ZCTA5 46124",7466
"G46125","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46125",,,,,,,,"86000US46125",,,"ZCTA5 46125",,"ZCTA5 46125",
"G46126","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46126",,,,,,,,"86000US46126",,,"ZCTA5 46126",72111,"ZCTA5 46126",6656
"G46127","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46127",,,,,,,,"86000US46127",,,"ZCTA5 46127",73571,"ZCTA5 46127",69024
"G46128","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46128",,,,,,,,"86000US46128",,,"ZCTA5 46128",62931,"ZCTA5 46128",17137
"G46130","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46130",,,,,,,,"86000US46130",,,"ZCTA5 46130",79415,"ZCTA5 46130",12736
"G46131","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46131",,,,,,,,"86000US46131",,,"ZCTA5 46131",65654,"ZCTA5 46131",4354
"G46133","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46133",,,,,,,,"86000US46133",,,"ZCTA5 46133",63750,"ZCTA5 46133",10568
"G46135","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46135",,,,,,,,"86000US46135",,,"ZCTA5 46135",54710,"ZCTA5 46135",4105
"G46140","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46140",,,,,,,,"86000US46140",,,"ZCTA5 46140",63816,"ZCTA5 46140",3853
"G46142","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46142",,,,,,,,"86000US46142",,,"ZCTA5 46142",76489,"ZCTA5 46142",4199
"G46143","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46143",,,,,,,,"86000US46143",,,"ZCTA5 46143",73894,"ZCTA5 46143",3769
"G46144","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46144",,,,,,,,"86000US46144",,,"ZCTA5 46144",55543,"ZCTA5 46144",7971
"G46146","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46146",,,,,,,,"86000US46146",,,"ZCTA5 46146",78791,"ZCTA5 46146",4949
"G46147","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46147",,,,,,,,"86000US46147",,,"ZCTA5 46147",66898,"ZCTA5 46147",9179
"G46148","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46148",,,,,,,,"86000US46148",,,"ZCTA5 46148",58779,"ZCTA5 46148",3380
"G46149","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46149",,,,,,,,"86000US46149",,,"ZCTA5 46149",80430,"ZCTA5 46149",18288
"G46150","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46150",,,,,,,,"86000US46150",,,"ZCTA5 46150",59091,"ZCTA5 46150",37767
"G46151","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46151",,,,,,,,"86000US46151",,,"ZCTA5 46151",62236,"ZCTA5 46151",2657
"G46155","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46155",,,,,,,,"86000US46155",,,"ZCTA5 46155",54948,"ZCTA5 46155",19175
"G46156","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46156",,,,,,,,"86000US46156",,,"ZCTA5 46156",53021,"ZCTA5 46156",30637
"G46157","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46157",,,,,,,,"86000US46157",,,"ZCTA5 46157",81034,"ZCTA5 46157",5860
"G46158","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46158",,,,,,,,"86000US46158",,,"ZCTA5 46158",63500,"ZCTA5 46158",2666
"G46160","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46160",,,,,,,,"86000US46160",,,"ZCTA5 46160",62563,"ZCTA5 46160",8369
"G46161","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46161",,,,,,,,"86000US46161",,,"ZCTA5 46161",73500,"ZCTA5 46161",12258
"G46162","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46162",,,,,,,,"86000US46162",,,"ZCTA5 46162",,"ZCTA5 46162",
"G46163","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46163",,,,,,,,"86000US46163",,,"ZCTA5 46163",96557,"ZCTA5 46163",7683
"G46164","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46164",,,,,,,,"86000US46164",,,"ZCTA5 46164",75570,"ZCTA5 46164",6700
"G46165","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"46165",,,,,,,,"86000US46165",,,"ZCTA5 46165",70000,"ZCTA5 46165",43817
